Compound,k2,log_k2,Source,Notes,SMILES
T0816 + TCO,36532167179.4431,10.562675436409997,Svatunek computational data,Calculated from ΔG‡ = 12.73 kJ/mol,NC(=O)c2nnc(c1sccc1)nn2
T0026 + TCO,36504433535.81224,10.562345613585471,Svatunek computational data,Calculated from ΔG‡ = 12.73 kJ/mol,Brc2nnc(F)nn2
T0691 + TCO,36476720948.465454,10.562015790785942,Svatunek computational data,Calculated from ΔG‡ = 12.74 kJ/mol,c1sccc1c2nnc(C(F)F)nn2
T0361 + TCO,36100083990.95621,10.5575082123424,Svatunek computational data,Calculated from ΔG‡ = 12.76 kJ/mol,C#Cc2nnc(c1ncccc1)nn2
T1167 + TCO,35990586262.9614,10.55618892108179,Svatunek computational data,Calculated from ΔG‡ = 12.77 kJ/mol,CC(=O)c2nnc(c1cocc1)nn2
T0375 + TCO,35799763810.202324,10.553880161385099,Svatunek computational data,Calculated from ΔG‡ = 12.78 kJ/mol,C#Cc2nnc(CF)nn2
T1035 + TCO,35781643095.60889,10.553660279522912,Svatunek computational data,Calculated from ΔG‡ = 12.78 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(c1ccc(N(=O)=O)cc1)nn2
T1366 + TCO,35709251907.04053,10.552780752011673,Svatunek computational data,Calculated from ΔG‡ = 12.79 kJ/mol,c1(NC)ccccc1c2nnc(C(=O)N)nn2
T0568 + TCO,35609953101.044624,10.551571401700905,Svatunek computational data,Calculated from ΔG‡ = 12.8 kJ/mol,COC(=C)c2nnc(Br)nn2
T0120 + TCO,35501942025.896675,10.550252110465294,Svatunek computational data,Calculated from ΔG‡ = 12.8 kJ/mol,c1ncncc1c2nnc(c1cncnc1)nn2
T0111 + TCO,35412183098.19229,10.549152701066872,Svatunek computational data,Calculated from ΔG‡ = 12.81 kJ/mol,c1ncncc1c2nnc(Cl)nn2
T0052 + TCO,35385299701.16293,10.548822878279841,Svatunek computational data,Calculated from ΔG‡ = 12.81 kJ/mol,c1cccnc1c2nnc(Br)nn2
T1170 + TCO,35331594111.64506,10.548163232630788,Svatunek computational data,Calculated from ΔG‡ = 12.81 kJ/mol,CC(=O)c2nnc(c1ccc(NC(=O)C)cc1)nn2
T1014 + TCO,35277970036.14997,10.547503587019232,Svatunek computational data,Calculated from ΔG‡ = 12.82 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(CF)nn2
T0078 + TCO,35277970035.13462,10.547503587006732,Svatunek computational data,Calculated from ΔG‡ = 12.82 kJ/mol,c1cnccc1c2nnc(c1ccncc1)nn2
T0117 + TCO,35251188525.84057,10.547173764207205,Svatunek computational data,Calculated from ΔG‡ = 12.82 kJ/mol,c1ncncc1c2nnc(c1ccncc1)nn2
T0046 + TCO,35153163482.47666,10.545964413883938,Svatunek computational data,Calculated from ΔG‡ = 12.83 kJ/mol,c1cccnc1c2nncnn2
T0215 + TCO,35002206120.947174,10.544095417949114,Svatunek computational data,Calculated from ΔG‡ = 12.84 kJ/mol,c1(O)ccccc1c2nnc(F)nn2
T1186 + TCO,34957930390.69265,10.543545713249902,Svatunek computational data,Calculated from ΔG‡ = 12.84 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1ncccc1)nn2
T1131 + TCO,34931391840.65155,10.543215890437875,Svatunek computational data,Calculated from ΔG‡ = 12.84 kJ/mol,CC(=O)c2nnc(CC)nn2
T0719 + TCO,34896038444.273384,10.542776126688505,Svatunek computational data,Calculated from ΔG‡ = 12.85 kJ/mol,o1cccc1c2nnc(c1ncncn1)nn2
T1181 + TCO,34887205688.30104,10.542666185763661,Svatunek computational data,Calculated from ΔG‡ = 12.85 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(F)nn2
T0803 + TCO,34763781582.41329,10.541127012628367,Svatunek computational data,Calculated from ΔG‡ = 12.86 kJ/mol,NC(=O)c2nnc(c1ccc(O)cc1)nn2
